0	279178
1	279178
2	279178
3	279178
4	279178
5	279178
6	279178
7	279178
8	279178
9	279178
10	279178
11	279178
12	279178
13	279178
14	279178
15	279178
16	279178
17	279178
18	279178
19	279178
20	279178
21	279178
22	279178
23	279178
24	279178
25	279178
26	279178
27	279178
28	279178
29	279178
30	279178
31	279178
32	279178
33	279178
34	279178
35	279178
36	279178
37	279178
38	279178
39	279178
40	279178
41	279178
42	279178
43	279178
44	279178
45	279178
46	279178
47	279178
48	279178
49	279178
50	279178
51	279178
52	279178
53	279178
54	279178
55	279178
56	279178
57	279178
58	279178
59	279178
60	279178
61	279178
62	279178
63	279178
64	279178
65	279178
66	279178
67	279178
68	279178
69	279178
70	279178
71	279178
72	279178
73	279178
74	279178
75	279178
76	279178
77	279178
78	279177
79	279177
80	279177
81	279177
82	279177
83	279177
84	279177
85	279177
86	279177
87	279177
88	279177
89	279177
90	279177
91	279177
92	279177
93	279177
94	279177
95	279177
96	279177
97	279177
98	279177
99	279177
100	279177
101	279177
102	279177
103	279177
104	279177
105	279177
106	279177
107	279177
108	279177
109	279177
110	279177
111	279177
112	279177
113	279177
114	279177
115	279177
116	279177
117	279177
118	279177
119	279177
120	279177
121	279177
122	279177
123	279177
124	279177
125	279177
126	279177
127	279177
128	279177
129	279177
130	279177
131	279177
132	279177
133	279177
134	279177
135	279177
136	279177
137	279177
138	279177
139	279177
140	279177
141	279177
142	279177
143	279177
144	279177
145	279177
146	279177
147	279177
148	279177
149	279177
150	279177
151	279177
152	279177
153	279176
154	279176
155	279176
156	279176
157	279176
158	279176
159	279176
160	279176
161	279176
162	279176
163	279176
164	279176
165	279176
166	279176
167	279176
168	279176
169	279176
170	279176
171	279176
172	279176
173	279176
174	279176
175	279176
176	279176
177	279176
178	279176
179	279176
180	279176
181	279176
182	279176
183	279176
184	279176
185	279176
186	279176
187	279176
188	279176
189	279176
190	279176
191	279176
192	279176
193	279176
194	279176
195	279176
196	279176
197	279176
198	279176
199	279176
200	279176
201	279176
202	279176
203	279176
204	279176
205	279176
206	279176
207	279176
208	279176
209	279176
210	279176
211	279176
212	279176
213	279176
214	279176
215	279176
216	279176
217	279176
218	279176
219	279176
220	279176
221	279176
222	279175
223	279175
224	279175
225	279175
226	279175
227	279175
