0	784.124
1	784.128
2	784.132
3	784.136
4	784.139
5	784.143
6	784.147
7	784.151
8	784.155
9	784.159
10	784.162
11	784.166
12	784.17
13	784.174
14	784.178
15	784.182
16	784.186
17	784.189
18	784.193
19	784.197
20	784.201
21	784.205
22	784.209
23	784.213
24	784.217
25	784.221
26	784.225
27	784.229
28	784.233
29	784.237
30	784.24
31	784.244
32	784.248
33	784.252
34	784.256
35	784.26
36	784.264
37	784.268
38	784.272
39	784.276
40	784.28
41	784.284
42	784.288
43	784.292
44	784.297
45	784.301
46	784.305
47	784.309
48	784.313
49	784.317
50	784.321
51	784.325
52	784.329
53	784.333
54	784.337
55	784.341
56	784.346
57	784.35
58	784.354
59	784.358
60	784.362
61	784.366
62	784.37
63	784.375
64	784.379
65	784.383
66	784.387
67	784.391
68	784.396
69	784.4
70	784.404
71	784.408
72	784.412
73	784.417
74	784.421
75	784.425
76	784.429
77	784.434
78	784.438
79	784.442
80	784.446
81	784.451
82	784.455
83	784.459
84	784.463
85	784.468
86	784.472
87	784.476
88	784.481
89	784.485
90	784.489
91	784.494
92	784.498
93	784.502
94	784.507
95	784.511
96	784.516
97	784.52
98	784.524
99	784.529
100	784.533
101	784.538
102	784.542
103	784.546
104	784.551
105	784.555
106	784.56
107	784.564
108	784.569
109	784.573
110	784.578
111	784.582
112	784.586
113	784.591
114	784.595
115	784.6
116	784.604
117	784.609
118	784.614
119	784.618
120	784.623
121	784.627
122	784.632
123	784.636
124	784.641
125	784.645
126	784.65
127	784.654
128	784.659
129	784.664
130	784.668
131	784.673
132	784.678
133	784.682
134	784.687
135	784.691
136	784.696
137	784.701
138	784.705
139	784.71
140	784.715
141	784.719
142	784.724
143	784.729
144	784.733
145	784.738
146	784.743
147	784.748
148	784.752
149	784.757
150	784.762
151	784.766
152	784.771
153	784.776
154	784.781
155	784.786
156	784.79
157	784.795
158	784.8
159	784.805
160	784.81
161	784.814
162	784.819
163	784.824
164	784.829
165	784.834
166	784.839
167	784.843
168	784.848
169	784.853
170	784.858
171	784.863
172	784.868
173	784.873
174	784.878
175	784.882
176	784.887
177	784.892
178	784.897
179	784.902
180	784.907
181	784.912
182	784.917
183	784.922
184	784.927
185	784.932
186	784.937
187	784.942
188	784.947
189	784.952
190	784.957
191	784.962
192	784.967
193	784.972
194	784.977
195	784.982
196	784.987
197	784.992
198	784.997
199	785.003
200	785.008
201	785.013
202	785.018
203	785.023
204	785.028
205	785.033
206	785.038
207	785.044
208	785.049
209	785.054
210	785.059
211	785.064
212	785.069
213	785.075
214	785.08
215	785.085
216	785.09
217	785.095
218	785.101
219	785.106
220	785.111
221	785.116
222	785.122
223	785.127
224	785.132
225	785.137
226	785.143
227	785.148
228	785.153
229	785.159
230	785.164
231	785.169
232	785.175
233	785.18
234	785.185
235	785.191
236	785.196
237	785.201
238	785.207
239	785.212
240	785.217
241	785.223
242	785.228
243	785.234
244	785.239
245	785.245
246	785.25
247	785.255
248	785.261
249	785.266
250	785.272
251	785.277
252	785.283
253	785.288
254	785.294
255	785.299
256	785.305
257	785.31
258	785.316
259	785.321
260	785.327
261	785.332
262	785.338
263	785.344
264	785.349
265	785.355
266	785.36
267	785.366
268	785.372
269	785.377
270	785.383
271	785.388
272	785.394
273	785.4
274	785.405
275	785.411
276	785.417
277	785.422
278	785.428
279	785.434
280	785.439
281	785.445
282	785.451
283	785.457
284	785.462
285	785.468
286	785.474
287	785.48
288	785.485
289	785.491
290	785.497
291	785.503
292	785.509
293	785.514
294	785.52
295	785.526
296	785.532
297	785.538
298	785.543
299	785.549
300	785.555
301	785.561
302	785.567
303	785.573
304	785.579
305	785.585
306	785.591
307	785.596
308	785.602
309	785.608
310	785.614
311	785.62
312	785.626
313	785.632
314	785.638
315	785.644
316	785.65
317	785.656
318	785.662
319	785.668
320	785.674
321	785.68
322	785.686
323	785.692
324	785.698
325	785.704
326	785.711
327	785.717
328	785.723
329	785.729
330	785.735
331	785.741
332	785.747
333	785.753
334	785.759
335	785.766
336	785.772
337	785.778
338	785.784
339	785.79
340	785.796
341	785.803
342	785.809
343	785.815
344	785.821
345	785.828
346	785.834
347	785.84
348	785.846
349	785.853
350	785.859
351	785.865
352	785.871
353	785.878
354	785.884
355	785.89
356	785.897
357	785.903
358	785.909
359	785.916
360	785.922
361	785.928
362	785.935
363	785.941
364	785.948
365	785.954
366	785.96
367	785.967
368	785.973
369	785.98
370	785.986
371	785.993
372	785.999
373	786.006
374	786.012
375	786.019
376	786.025
377	786.032
378	786.038
379	786.045
380	786.051
381	786.058
382	786.064
383	786.071
384	786.077
385	786.084
386	786.091
387	786.097
388	786.104
389	786.11
390	786.117
391	786.124
392	786.13
393	786.137
394	786.144
395	786.15
396	786.157
397	786.164
398	786.17
399	786.177
400	786.184
401	786.191
402	786.197
403	786.204
